indicator_id,indicator_label_en
ROFST.H.2.Q4,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.2.Q4.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q4.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.2.Q4.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.2.Q5.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q5.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.2.Q5.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.RUR,"Out-of-school rate for adolescents of lower secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.2.RUR.F,"Out-of-school rate for adolescents of lower secondary school age, rural, female (household survey data) (%)"
ROFST.H.2.RUR.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.M,"Out-of-school rate for adolescents of lower secondary school age, rural, male (household survey data) (%)"
ROFST.H.2.RUR.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.Q1,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q2,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q3,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q4,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q5,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB,"Out-of-school rate for adolescents of lower secondary school age, urban, both sexes (household survey data) (%)"
ROFST.H.2.URB.F,"Out-of-school rate for adolescents of lower secondary school age, urban, female (household survey data) (%)"
ROFST.H.2.URB.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.M,"Out-of-school rate for adolescents of lower secondary school age, urban, male (household survey data) (%)"
ROFST.H.2.URB.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB.Q1,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q2,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q3,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q4,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q5,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.2.URB.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.WPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)"
ROFST.H.3.F,"Out-of-school rate for youth of upper secondary school age, female (household survey data) (%)"
ROFST.H.3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.F.WPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.GPIA,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.LPIA,"Out-of-school rate for youth of upper secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.M,"Out-of-school rate for youth of upper secondary school age, male (household survey data) (%)"
ROFST.H.3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.M.WPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.Q1,"Out-of-school rate for youth of upper secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q1.F,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.3.Q1.F.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q1.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q1.M,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.3.Q1.M.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2,"Out-of-school rate for youth of upper secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q2.F,"Out-of-school rate for youth of upper secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.3.Q2.F.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q2.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2.M,"Out-of-school rate for youth of upper secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.3.Q2.M.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3,"Out-of-school rate for youth of upper secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q3.F,"Out-of-school rate for youth of upper secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.3.Q3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q3.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3.M,"Out-of-school rate for youth of upper secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.3.Q3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4,"Out-of-school rate for youth of upper secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q4.F,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.3.Q4.F.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q4.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4.M,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.3.Q4.M.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5,"Out-of-school rate for youth of upper secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q5.F,"Out-of-school rate for youth of upper secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.3.Q5.F.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q5.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5.M,"Out-of-school rate for youth of upper secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.3.Q5.M.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.RUR,"Out-of-school rate for youth of upper secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.3.RUR.F,"Out-of-school rate for youth of upper secondary school age, rural, female (household survey data) (%)"
ROFST.H.3.RUR.F.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.RUR.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.M,"Out-of-school rate for youth of upper secondary school age, rural, male (household survey data) (%)"
ROFST.H.3.RUR.M.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.RUR.Q1,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q1.F,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q1.M,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q2,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q2.F,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q2.M,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q3,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q3.F,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q3.M,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q4,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q4.F,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q4.M,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q5,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q5.F,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q5.M,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.3.RUR.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.URB,"Out-of-school rate for youth of upper secondary school age, urban, both sexes (household survey data) (%)"
ROFST.H.3.URB.F,"Out-of-school rate for youth of upper secondary school age, urban, female (household survey data) (%)"
ROFST.H.3.URB.F.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.URB.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.M,"Out-of-school rate for youth of upper secondary school age, urban, male (household survey data) (%)"
ROFST.H.3.URB.M.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.URB.Q1,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q1.F,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q1.M,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q2,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q2.F,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q2.M,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q3,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q3.F,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q3.M,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q4,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q4.F,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q4.M,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q5,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q5.F,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q5.M,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.3.URB.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.WPIA,"Out-of-school rate for youth of upper secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
SCHBSP.1.WCOMPUT,
SCHBSP.1.WELEC,Proportion of primary schools with access to electricity (%)
SCHBSP.1.WHIVSEXED,Percentage of primary schools providing life skills-based HIV and sexuality education
SCHBSP.1.WINTERN,
SCHBSP.1.WTOILA,Proportion of primary schools with single-sex basic sanitation facilities (%)
SCHBSP.1.WWASH,Proportion of primary schools with basic handwashing facilities (%)
SCHBSP.2.WCOMPUT,
SCHBSP.2.WELEC,Proportion of lower secondary schools with access to electricity (%)
SCHBSP.2.WHIVSEXED,Percentage of lower secondary schools providing life skills-based HIV and sexuality education
SCHBSP.2.WINTERN,
SCHBSP.2.WTOILA,Proportion of lower secondary schools with single-sex basic sanitation facilities (%)
SCHBSP.2.WWASH,Proportion of lower secondary schools with basic handwashing facilities (%)
SCHBSP.2T3.WCOMPUT,
SCHBSP.2T3.WINTERN,
SCHBSP.3.WCOMPUT,
SCHBSP.3.WELEC,Proportion of upper secondary schools with access to electricity (%)
SCHBSP.3.WHIVSEXED,Percentage of upper secondary schools providing life skills-based HIV and sexuality education
SCHBSP.3.WINTERN,
SCHBSP.3.WTOILA,Proportion of upper secondary schools with single-sex basic sanitation facilities (%)
SCHBSP.3.WWASH,Proportion of upper secondary schools with basic handwashing facilities (%)
TATTRR.1,"Teacher attrition rate from primary education, both sexes (%)"
TATTRR.1.F,"Teacher attrition rate from primary education, female (%)"
TATTRR.1.GPIA,"Teacher attrition rate from primary education, adjusted gender parity index (GPIA)"
TATTRR.1.M,"Teacher attrition rate from primary education, male (%)"
TATTRR.2T3,"Teacher attrition rate from secondary education, both sexes (%)"
TATTRR.2T3.F,"Teacher attrition rate from secondary education, female (%)"
TATTRR.2T3.GPIA,"Teacher attrition rate from secondary education, adjusted gender parity index (GPIA)"
TATTRR.2T3.GPV,"Teacher attrition rate from general secondary education, both sexes (%)"
TATTRR.2T3.GPV.F,"Teacher attrition rate from general secondary education, female (%)"
TATTRR.2T3.GPV.M,"Teacher attrition rate from general secondary education, male (%)"
TATTRR.2T3.M,"Teacher attrition rate from secondary education, male (%)"
TATTRR.2T3.V,"Teacher attrition rate from vocational secondary education, both sexes (%)"
TATTRR.2T3.V.F,"Teacher attrition rate from vocational secondary education, female (%)"
TATTRR.2T3.V.M,"Teacher attrition rate from vocational secondary education, male (%)"
TPROFD.2,"Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of trained, both sexes"
TPROFD.2.F,"Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of trained, female"
TPROFD.2.GPIA,"Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of training, adjusted gender parity index (GPIA)"
TPROFD.2.M,"Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of trained, males"
TRTP.02,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)"
TRTP.02.F,"Proportion of teachers with the minimum required qualifications in pre-primary education, female (%)"
TRTP.02.GPIA,"Proportion of teachers with the minimum required qualifications in pre-primary education, adjusted gender parity index (GPIA)"
TRTP.02.M,"Proportion of teachers with the minimum required qualifications in pre-primary education, male (%)"
TRTP.1,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)"
TRTP.1.F,"Proportion of teachers with the minimum required qualifications in primary education, female (%)"
TRTP.1.GPIA,"Proportion of teachers with the minimum required qualifications in primary education, adjusted gender parity index (GPIA)"
TRTP.1.M,"Proportion of teachers with the minimum required qualifications in primary education, male (%)"
TRTP.2,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)"
TRTP.2.F,"Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)"
TRTP.2.GPIA,"Proportion of teachers with the minimum required qualifications in lower secondary education, adjusted gender parity index (GPIA)"
TRTP.2.M,"Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)"
TRTP.2T3,"Proportion of teachers with the minimum required qualifications in secondary education, both sexes (%)"
TRTP.2T3.F,"Proportion of teachers with the minimum required qualifications in secondary education, female (%)"
TRTP.2T3.GPIA,"Proportion of teachers with the minimum required qualifications in secondary education, adjusted gender parity index (GPIA)"
TRTP.2T3.M,"Proportion of teachers with the minimum required qualifications in secondary education, male (%)"
TRTP.3,"Proportion of teachers with the minimum required qualifications in upper secondary education, both sexes (%)"
TRTP.3.F,"Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)"
TRTP.3.GPIA,"Proportion of teachers with the minimum required qualifications in upper secondary education, adjusted gender parity index (GPIA)"
TRTP.3.M,"Proportion of teachers with the minimum required qualifications in upper secondary education, male (%)"
XGDP.FSGOV,Government expenditure on education as a percentage of GDP (%)
XGOVEXP.IMF,Expenditure on education as a percentage of total government expenditure (%)
XUNIT.GDPCAP.02.FSGOV.FFNTR,Initial government funding per pre-primary student as a percentage of GDP per capita
XUNIT.GDPCAP.1.FSGOV.FFNTR,Initial government funding per primary student as a percentage of GDP per capita
XUNIT.GDPCAP.2.FSGOV.FFNTR,Initial government funding per lower secondary student as a percentage of GDP per capita
XUNIT.GDPCAP.2T3.FSGOV.FFNTR,Initial government funding per secondary student as a percentage of GDP per capita
XUNIT.GDPCAP.3.FSGOV.FFNTR,Initial government funding per upper secondary student as a percentage of GDP per capita
XUNIT.PPPCONST.02.FSGOV.FFNTR,"Initial government funding per pre-primary student, constant PPP$"
XUNIT.PPPCONST.1.FSGOV.FFNTR,"Initial government funding per primary student, constant PPP$"
XUNIT.PPPCONST.2.FSGOV.FFNTR,"Initial government funding per lower secondary student, constant PPP$"
XUNIT.PPPCONST.2T3.FSGOV.FFNTR,"Initial government funding per secondary student, constant PPP$"
XUNIT.PPPCONST.3.FSGOV.FFNTR,"Initial government funding per upper secondary student, constant PPP$"
YEARS.FC.COMP.02,Number of years of compulsory pre-primary education guaranteed in legal frameworks
YEARS.FC.COMP.1T3,Number of years of compulsory primary and secondary education guaranteed in legal frameworks
YEARS.FC.FREE.02,Number of years of free pre-primary education guaranteed in legal frameworks
YEARS.FC.FREE.1T3,Number of years of free primary and secondary education guaranteed in legal frameworks
